Date,Avoider,Type of Avoid,Avoided
1/11/18,AF,agg2,WR
1/11/18,BQ,agg3,KQ
1/11/18,HD,agg2,YR
1/11/18,IE,s,YO
1/11/18,IR,agg3,PA
1/11/18,IR,agg2,PA
1/11/18,KQ,agg2,BQ
1/11/18,PG,fd,II
1/11/18,QS,agg2,AXAZ2
1/11/18,TL,fd,YR
1/11/18,TN,agg2,WR
1/12/18,DO,agg2,IF
1/12/18,IF,s,HA
1/12/18,JM,agg3,IF
1/12/18,JR,agg2,HA
1/12/18,ML,agg3,WQ
1/12/18,ML,agg2,WR
1/12/18,MVJR2,agg2,IQ
1/12/18,PA,fd,HA
1/12/18,TUCU2,agg2,TN
1/12/18,WQ,agg2,ML
1/12/18,WQ,agg2,WR
1/16/18,BHBX,c,TU
1/16/18,CRCO2,s,IE
1/16/18,DO,agg2,PB
1/16/18,DZDS2,s,HC
1/16/18,HC,agg2,GV
1/16/18,II,agg2,IF
1/16/18,II,agg2,DG
1/16/18,JM,agg2,IE
1/16/18,JM,agg2,FF
1/16/18,MLJE2,fd,AR
1/16/18,MRMG2,s,AR
1/16/18,MRMG2,s,HC
1/16/18,PA,agg2,HC
1/16/18,PB,fd,IR
1/16/18,PY,agg2,II
1/16/18,TB,sg,HA
1/16/18,TL,fd,AR
1/16/18,TUCU2,agg2,AL
1/17/18,BHBX,s,MF
1/17/18,BZ,agg2,QS
1/17/18,BZ,agg3,QS
1/17/18,CE,sg,WO
1/17/18,FG,s,YO
1/17/18,GL,agg2,OI
1/17/18,HT,G2,YR
1/17/18,JE2,s,WO
1/17/18,MF,agg3,TN
1/17/18,MF,agg2,ST
1/17/18,MF,agg2,TN
1/17/18,MVJR2,agg2,AL
1/17/18,MVJR2,agg2,IR
1/17/18,PB,fd,HC
1/17/18,PY,s,PB
1/17/18,QE,sg,HD
1/17/18,SS,agg3,ZI
1/17/18,TB,hd2,OI
1/17/18,TL,sg,IG
1/17/18,TN,hd2,WQ
1/17/18,TOFU,agg2,IR
1/17/18,VB,agg2,HC
1/17/18,VI,agg3,TN
1/17/18,VI,agg2,TN
1/17/18,YR,sg,HD
1/18/18,EV,hd2,AR
1/18/18,EV,agg2,AR
1/18/18,GV,agg2,HT
1/18/18,GV,agg3,HT
1/18/18,HL,agg3,PA
1/18/18,HS,agg2,PA
1/18/18,JR,agg2,SS
1/18/18,KT,agg2,GV
1/18/18,PA,agg2,HS
1/18/18,TB,hd2,HJ
1/18/18,VI,agg1,QS
1/18/18,VI,agg2,QS
1/18/18,WQ,s,GV
1/19/18,AF,agg2,SS
1/19/18,AXAZ2,s,IQ
1/19/18,CE,s,HD
1/19/18,CE,s,NI
1/19/18,DZ,s,TO
1/19/18,DZ,s,IQ
1/19/18,DZ,s,HL
1/19/18,JM,agg2,TL
1/19/18,KJ,s,TL
1/19/18,KTKJ,agg2,PA
1/19/18,MF,agg1,SR
1/19/18,MVJR2,s,HLPS
1/19/18,OI,s,HD
1/19/18,PS,s,NI
1/19/18,RK,s,FD
1/19/18,SS,agg3,IR
1/19/18,TB,hd2,OI
1/19/18,TE,agg2,IR
1/19/18,TL,agg1,IQ
1/19/18,VI,agg1,PY
1/20/18,BHBX,sg,AR
1/20/18,CU,s,TO
1/20/18,DC,agg2,OI
1/20/18,DC,agg3,IR
1/20/18,DG,s,WY
1/20/18,EA,agg1,FD
1/20/18,EV,hd2,HD
1/20/18,EY,s,FD
1/20/18,EZ,agg2,PY
1/20/18,FF,hd2,HD
1/20/18,II,agg1,HS
1/20/18,JM,hd2,GV
1/20/18,JM,agg2,HC
1/20/18,JR,agg1,NI
1/20/18,KQ,agg2,YO
1/20/18,KT,s,NI
1/20/18,KTKJ,s,OI
1/20/18,KTKJ,fd,HC
1/20/18,MVJR2,s,HA
1/20/18,MVJR2,sg,AL
1/20/18,MVJR2,agg2,PB
1/20/18,MZMD2,agg2,CC
1/20/18,PY,agg3,IF
1/20/18,PY,agg3,EZ
1/20/18,RK,agg1,AR
1/20/18,RK,agg2,HA
1/20/18,TB,agg2,TL
1/20/18,TL,hd1,HT
1/20/18,TN,hd2,DG
1/20/18,TO,s,HD
1/20/18,TOFU,fd,IQ
1/20/18,TUCU2,s,AR
1/20/18,TW,s,OI
1/20/18,WR,agg2,OI
1/22/18,AXAZ2,s,OI
1/22/18,BHBX,s,AL
1/22/18,DU,agg2,HT
1/22/18,DU,s,WC
1/22/18,DU,s,JO
1/22/18,FF,s,HD
1/22/18,FF,agg2,DC
1/22/18,FF,hd2,HJ
1/22/18,GL,agg2,HT
1/22/18,GV,agg1,NI
1/22/18,GVHT,agg2,HD
1/22/18,HA,agg2,DC
1/22/18,HC,fd,GV
1/22/18,HD,agg2,GVHT
1/22/18,HD,agg2,NI
1/22/18,IF,hd2,FD
1/22/18,IF,hd2,PA
1/22/18,II,agg2,FD
1/22/18,II,agg2,NW
1/22/18,II,sg,AR
1/22/18,JM,agg2,AR
1/22/18,JO,agg2,NQ
1/22/18,JR,agg2,IF
1/22/18,KQ,agg3,PA
1/22/18,KT,s,TO
1/22/18,KTKJ,s,AR
1/22/18,MLJE2,agg2,AR
1/22/18,MRMG2,s,HD
1/22/18,MVJR2,s,HA
1/22/18,OI,agg2,YR
1/22/18,OI,agg2,IR
1/22/18,PA,agg3,OI
1/22/18,PB,agg2,IR
1/22/18,PU,s,OI
1/22/18,PY,agg1,DC
1/22/18,QE,s,OI
1/22/18,TE,hd2,OI
1/22/18,TL,s,IG
1/23/18,DG,s,OI
1/23/18,EV,agg3,AR
1/23/18,EY,agg2,CC
1/23/18,HJ,s,WR
1/23/18,HL,agg2,WQ
1/23/18,MF,s,CC
1/23/18,NW,s,YO
1/23/18,PA,agg2,WQ
1/23/18,SS,s,WQ
1/23/18,TB,agg2,OI
1/23/18,UM,agg3,DG
1/24/18,AN2,agg3,SR
1/24/18,CA,agg1,PA
1/24/18,CU,fd,WQ
1/24/18,DO,s,IQ
1/24/18,JM,agg2,TL
1/24/18,JR,agg2,FF
1/24/18,KQ,agg1,FD
1/24/18,ML,s,HL
1/24/18,MLJE2,agg2,TUCU2
1/24/18,MLJE2,agg3,TUCU2
1/24/18,MVJR2,agg2,IF
1/24/18,MVJR2,agg2,HA
1/24/18,MZ,s,TO
1/24/18,PA,agg1,HD
1/24/18,PB,s,WQ
1/24/18,PY,agg1,CA
1/24/18,SR,agg1,PY
1/24/18,SR,agg2,AN2
1/24/18,SR,s,AR
1/24/18,TB,hd2,OI
1/24/18,TN,c,IY
1/24/18,TO,agg2,NI
1/24/18,TT,s,OI
1/24/18,TUCU2,agg2,WR
1/24/18,VM,agg1,TO
1/24/18,WR,agg3,NQ
1/25/18,AF,agg3,VM
1/25/18,BHBX,s,KC
1/25/18,FF,agg2,PF
1/25/18,HD,agg2,WO
1/25/18,IY,s,HS
1/25/18,IY,agg2,HS
1/25/18,JL,agg2,KQ
1/25/18,MVJR2,sg,HL
1/25/18,MVJR2,fd,MLJE2
1/25/18,MVJR2,s,TL
1/25/18,PB,agg2,WY
1/25/18,PF,agg1,IY
1/25/18,PM,agg2,IY
1/25/18,WO,agg2,HD
1/25/18,WQ,agg2,NQ
1/25/18,WR,agg2,NQ
1/26/18,BH,s,NI
1/26/18,BS,s,HD
1/26/18,CC,s,EQ
1/26/18,CU,agg2,PB
1/26/18,DC,agg2,MA
1/26/18,DS,agg1,NI
1/26/18,DS2,s,NQ
1/26/18,DZ,s,HL
1/26/18,EQ,agg2,WO
1/26/18,EX,agg1,HA
1/26/18,FF,hd2,HD
1/26/18,HA,agg3,HS
1/26/18,HS,agg2,HA
1/26/18,IE,agg2,HL
1/26/18,JM,agg2,TL
1/26/18,JM,agg3,WC
1/26/18,JR,agg3,DC
1/26/18,MA,s,HD
1/26/18,MF,agg1,DC
1/26/18,MVi,s,HA
1/26/18,MZ,fd,WO
1/26/18,NI,agg2,HD
1/26/18,PY,s,YR
1/26/18,SR,agg1,PY
1/26/18,TU,s,HL
1/26/18,UM,agg2,ZI
1/27/18,DO,agg3,VB
1/27/18,DO,agg2,VB
1/27/18,DU,agg2,NZ
1/27/18,FG,agg3,VO
1/27/18,HC,fd,WR
1/27/18,HL,agg2,MA
1/27/18,MRMG2,s,HA
1/27/18,TO,agg3,VO
1/27/18,VB,fd,PB
1/27/18,VB,s,NZ
1/27/18,VB,s,PB
1/29/18,CA,agg2,ZP
1/29/18,CRCO2,s,YR
1/29/18,DC,agg2,NI
1/29/18,DC,agg2,EZ
1/29/18,DC,agg2,FD
1/29/18,DO,agg2,DC
1/29/18,DO,agg2,HC
1/29/18,DO,agg2,EZ
1/29/18,EQ,agg2,FD
1/29/18,EV,agg2,IY
1/29/18,EV,fd,DC
1/29/18,EY,agg1,TN
1/29/18,EZ,agg2,NI
1/29/18,FA,agg2,DC
1/29/18,FA,s,EZ
1/29/18,FF,agg3,DC
1/29/18,HC,s,YR
1/29/18,IE,agg1,HC
1/29/18,II,agg2,HD
1/29/18,II,sg,EZ
1/29/18,IY,s,WO
1/29/18,IY,agg2,PA
1/29/18,JM,agg2,HC
1/29/18,KC,hd2,HD
1/29/18,KC,agg2,YR
1/29/18,KS,agg2,PB
1/29/18,LQ,agg1,SR
1/29/18,LT,agg3,JO
1/29/18,LT,agg3,CU
1/29/18,LW,agg1,JO
1/29/18,MLJE2,s,HC
1/29/18,MLJE2,s,HA
1/29/18,MRMG2,s,HA
1/29/18,NW,s,HD
1/29/18,PB,agg2,IY
1/29/18,QEQT,s,HC
1/29/18,QS,agg2,JO
1/29/18,RK,agg2,DC
1/29/18,RK,agg2,EZ
1/29/18,TUCU2,s,HT
1/29/18,TW,agg2,KQ
1/29/18,VB,agg2,HC
1/29/18,VI,agg2,DC
1/29/18,VO,agg3,PB
1/29/18,VO,agg2,ZI
1/29/18,ZI,agg3,DG
1/29/18,ZI,agg2,DG
1/30/18,BH,s,WQ
1/30/18,DC,agg2,KQ
1/30/18,DU,s,GL
1/30/18,FA,agg2,VB
1/30/18,GV,agg2,HC
1/30/18,HT,s,YR
1/30/18,II,s,YR
1/30/18,KQ,agg2,PB
1/30/18,KQ,agg1,MA
1/30/18,KQ,agg3,DC
1/30/18,MA,agg2,KQ
1/30/18,MA,agg2,HT
1/30/18,MVJR2,s,HA
1/30/18,PU,agg3,GV
1/30/18,TE,sg,OI
1/30/18,YO,s,YR
1/30/18,ZP,agg2,IY
1/31/18,CA,fd,HC
1/31/18,DO,agg2,IF
1/31/18,DU,agg3,AX
1/31/18,EY,hd2,HS
1/31/18,IW,agg3,IG
1/31/18,JR,agg2,FF
1/31/18,MVJR2,s,IG
1/31/18,MVJR2,fd,HA
1/31/18,TB,hd2,HD
1/31/18,TT,s,CE
1/31/18,TWTY2,s,NI
2/1/18,AF,agg2,IQ
2/1/18,AL,s,AR
2/1/18,AL,hd1,HS
2/1/18,AL,agg2,WO
2/1/18,CU,agg2,VB
2/1/18,DC,agg2,ZI
2/1/18,DU,agg3,ZI
2/1/18,DZDS2,c,IG
2/1/18,EA,s,HL
2/1/18,GV,agg2,OI
2/1/18,GV,s,WR
2/1/18,GV,agg2,NQNW
2/1/18,HS,s,WR
2/1/18,IE,s,NI
2/1/18,IF,agg1,GL
2/1/18,IF,agg2,ZP
2/1/18,IG,agg3,ZI
2/1/18,II,hd2,HD
2/1/18,IQ,s,NI
2/1/18,IQ,agg3,ZI
2/1/18,IQ,agg2,ZI
2/1/18,KQ,agg2,VB
2/1/18,LG,s,VB
2/1/18,LQ,agg1,VB
2/1/18,ML,agg2,GV
2/1/18,MLJE2,agg2,GV
2/1/18,MLJE2,fd,YR
2/1/18,MR,s,KT
2/1/18,MRMG2,s,FF
2/1/18,MVJR2,s,KQ
2/1/18,MVJR2,s,GL
2/1/18,MVJR2,agg2,GV
2/1/18,MVJR2,agg3,ZI
2/1/18,NQ,agg2,GV
2/1/18,NW,agg2,GV
2/1/18,PA,agg2,OI
2/1/18,PB,agg3,WR
2/1/18,SR,hd2,HC
2/1/18,SR,fd,WQ
2/1/18,SR,agg2,ZI
2/1/18,SS,agg2,AR
2/1/18,TB,fd,HS
2/1/18,TB,hd2,OI
2/1/18,TB,c,PU
2/1/18,TN,agg2,IQ
2/1/18,TT,agg1,VO
2/1/18,TTTU2,agg1,VO
2/1/18,TTTU2,agg3,ZI
2/1/18,VB,agg3,HL
2/1/18,WC,s,HD
2/1/18,WC,agg2,GV
2/1/18,"WC, NQ, NW",agg1,GV
2/1/18,WO,agg3,GV
2/1/18,WR,G1,HD
2/2/18,BHBX,fd,AR
2/2/18,CE,s,EQ
2/2/18,CU,agg2,VB
2/2/18,EY,hd2,WO
2/2/18,FA,agg2,WO
2/2/18,HC,agg3,GV
2/2/18,HC,agg2,GV
2/2/18,HJ,agg1,HD
2/2/18,MRMG2,s,AR
2/2/18,NI,s,HD
2/2/18,NW,s,NQ
2/2/18,PB,agg2,IY
2/2/18,PU,agg2,OI
2/2/18,RK,fd,VB
2/2/18,ST,s,HD
2/2/18,TL,s,TO
2/2/18,UM,agg3,HC
2/2/18,VI,agg1,FF
2/3/18,BHBX,agg2,HA
2/3/18,DU,agg2,IQ
2/3/18,DU,fd,VB
2/3/18,DZDS2,s,IE
2/3/18,EA,hd2,HD
2/3/18,EV,s,HJ
2/3/18,HL,s,NI
2/3/18,HLPS,agg2,WR
2/3/18,IE,s,NQ
2/3/18,IF,agg2,ZP
2/3/18,IG,agg3,ZI
2/3/18,II,hd2,ST
2/3/18,IQ,agg3,ZI
2/3/18,IQ,agg2,HA
2/3/18,IQ,agg2,AR
2/3/18,KC,hd2,HT
2/3/18,KQ,s,NI
2/3/18,KT,hd2,HT
2/3/18,LQ,s,IQ
2/3/18,LQ,agg3,ZI
2/3/18,ML,s,IQ
2/3/18,MLJE2,agg2,HLPS
2/3/18,MV,sg,AL
2/3/18,MVJR2,agg3,ZI
2/3/18,SR,agg1,HL
2/3/18,TB,hd2,OI
2/3/18,TUCU2,agg2,IG
2/5/18,BH,s,IQ
2/5/18,DO,agg3,FF
2/5/18,DU,agg3,TL
2/5/18,IG,agg2,ZP
2/5/18,IQ,fd,BS
2/5/18,IQ,s,IG
2/5/18,IQ,agg3,BS
2/5/18,IY,agg2,HS
2/5/18,JM,hd2,HC
2/5/18,JR,agg2,CA
2/5/18,TE,agg2,HA
2/5/18,TL,agg2,DU
2/5/18,TO,agg3,AX
2/5/18,TO,agg2,AX
2/5/18,TUCU2,agg2,HA
2/5/18,WC,agg2,HD
2/5/18,WQ,agg2,HD
2/6/18,AF,sg,PY
2/6/18,AR,agg2,IY
2/6/18,BS,s,NQ
2/6/18,BS,agg1,HD
2/6/18,DZDS2,agg2,IF
2/6/18,HT,s,NQ
2/6/18,IY,agg3,AR
2/6/18,JO,agg2,HS
2/6/18,KQ,agg3,IY
2/6/18,KS,sg,KQ
2/6/18,ML,s,FD
2/6/18,MLJE2,s,IQ
2/6/18,MRMG2,s,YR
2/6/18,TN,hd2,HD
2/6/18,TW,s,KT
2/9/18,AF,agg2,PY
2/9/18,AF,s,HA
2/9/18,AL,c,HA
2/9/18,AR,agg2,HD
2/9/18,BH,s,OI
2/9/18,BH,s,HD
2/9/18,DC,agg2,MF
2/9/18,EZ,agg2,DG
2/9/18,HA,agg2,NI
2/9/18,IE,s,KT
2/9/18,IF,s,ST
2/9/18,IF,hd2,PU
2/9/18,JM,agg2,NI
2/9/18,JR,agg2,ST
2/9/18,KC,agg2,PA
2/9/18,KC,agg2,AR
2/9/18,KQ,agg2,EZ
2/9/18,KTKJ,fd,AX
2/9/18,MF,c,HL
2/9/18,MF,agg3,DC
2/9/18,MRMG2,agg2,PY
2/9/18,MVJR2,c,FF
2/9/18,MZMD2,s,WO
2/9/18,NW,s,OI
2/9/18,PA,agg1,HD
2/9/18,SR,agg2,EZ
2/9/18,TL,agg1,NI
2/9/18,TO,agg1,HA
2/9/18,TUCU2,agg2,IR
2/9/18,VO,agg2,KT
2/9/18,ZE,agg2,CU
2/10/18,CC,agg2,IF
2/10/18,CE,fd,HT
2/10/18,CRCO2,s,AR
2/10/18,DO,agg2,AF
2/10/18,DO,agg2,HC
2/10/18,IQ,agg2,HS
2/10/18,IQ,agg2,AL
2/10/18,IY,agg2,NI
2/10/18,MR,fd,HC
2/10/18,MVJR2,s,KTKJ
2/10/18,MVJR2,fd,HL
2/10/18,MZ,fd,TN
2/10/18,MZ,s,HL
2/10/18,PA,agg3,NI
2/10/18,PB,agg3,PU
2/10/18,QEQT,s,HL
2/10/18,TE,agg2,HC
2/10/18,TE,agg2,IQ
2/10/18,TN,agg2,AR
2/10/18,TWTY2,agg2,HA
2/12/18,AR,agg3,JO
2/12/18,CRCO2,fd,AL
2/12/18,CU,s,HA
2/12/18,FF,agg2,AR
2/12/18,HC,agg2,PF
2/12/18,HL,s,HT
2/12/18,IF,agg2,HA
2/12/18,II,s,HA
2/12/18,JM,hd2,ST
2/12/18,MF,agg2,CC
2/12/18,ML,s,KT
2/12/18,MZ,s,KT
2/12/18,NI,s,OI
2/12/18,NW,agg2,HJ
2/12/18,PF,agg3,HC
2/12/18,RD,agg3,EZ
2/12/18,TB,agg2,IQ
2/12/18,TL,agg1,IE
2/12/18,TL,agg2,KT
2/12/18,TUCU2,agg2,PA
2/12/18,TUCU2,s,HA
2/12/18,TY2,s,EQ
2/12/18,VI,agg1,HS
2/12/18,VJ,agg3,KS
2/12/18,WC,agg2,WR
2/12/18,YR,s,HD
2/12/18,ZI,agg1,CA
2/12/18,ZI,agg2,HC
2/13/18,AF,agg2,GV
2/14/18,CC,agg3,WQ
2/14/18,CR,agg3,IE
2/14/18,CRCO2,fd,IF
2/14/18,DO,agg3,DG
2/14/18,DZDS2,agg3,DO
2/14/18,EA,s,CRCO2
2/14/18,FA,agg3,PY
2/14/18,FF,hd2,HD
2/14/18,HA,agg2,WO
2/14/18,IF,sg,IE
2/14/18,II,agg2,HD
2/14/18,II,agg3,IF
2/14/18,IQ,s,IF
2/14/18,IQ,s,IE
2/14/18,JP2,agg3,MV
2/14/18,JP2,agg3,MR
2/14/18,JR,fd,LQ
2/14/18,LQ,agg2,IF
2/14/18,LQ,agg3,II
2/14/18,LV,agg2,TN
2/14/18,MV,agg2,JP2
2/14/18,MV,agg2,EV
2/14/18,QEQT,s,IE
2/14/18,SR,agg2,IQ
2/14/18,TN,agg3,IF
2/14/18,TN,agg2,TOFU
2/14/18,TN,agg2,ZP
2/14/18,TO,agg3,IF
2/14/18,TW,agg2,JM
2/14/18,VO,sg,PY
2/14/18,VO,agg3,BZ
2/14/18,ZI,agg2,WQ
2/15/18,AF,agg3,II
2/15/18,BHBX,s,AL
2/15/18,CA,agg2,IY
2/15/18,DU,s,SR
2/15/18,DU,agg2,SR
2/15/18,DU,sg,IQ
2/15/18,DZ,fd,WY
2/15/18,EA,s,TT
2/15/18,EY,hd2,YR
2/15/18,EZ,agg2,WY
2/15/18,HA,agg2,YR
2/15/18,HL,agg2,AR
2/15/18,HS,agg2,AR
2/15/18,IF,agg2,AR
2/15/18,II,agg2,HC
2/15/18,JL,agg3,VO
2/15/18,JM,agg2,HC
2/15/18,JR,agg1,TB
2/15/18,JR,agg3,TB
2/15/18,KQ,agg3,IQ
2/15/18,KT,agg2,AL
2/15/18,MZ,sg,TN
2/15/18,PM,agg2,QS
2/15/18,QS,agg1,HA
2/15/18,SR,hd2,WY
2/15/18,TB,agg1,QS
2/15/18,TB,s,IQ
2/15/18,TE,agg3,TT
2/15/18,TE,agg2,IQ
2/15/18,TL,agg2,AR
2/15/18,TN,s,HL
2/15/18,TT,fd,TO
2/15/18,TU,fd,AF
2/15/18,VI,agg2,QS
2/15/18,VI,agg3,IY
2/15/18,VO,agg3,VI
2/15/18,WY,agg2,NI
2/16/18,BS,s,HT
2/16/18,DU,agg1,SR
2/16/18,DZ,s,IE
2/16/18,DZ,s,IG
2/16/18,EY,s,EQ
2/16/18,EY,agg2,WY
2/16/18,FG,agg3,RK
2/16/18,IQ,s,HAPQ
2/16/18,JL,agg3,VO
2/16/18,LQ,agg3,DF
2/16/18,LQ,agg3,VMMF
2/16/18,LQ,agg3,II
2/16/18,ML,s,AX
2/16/18,MZ,s,TO
2/16/18,SR,agg2,IY
2/16/18,TB,agg3,OI
2/16/18,TO,s,HL
2/16/18,TO,s,AX
2/16/18,TU,s,HL
2/16/18,VI,s,HL
2/16/18,VI,agg2,FF
2/16/18,VI,agg2,QS
2/16/18,VI,agg3,IY
2/16/18,VM,agg2,TL
2/16/18,VO,agg3,VI
2/16/18,YR,agg1,HD
2/17/18,AL,s,WR
2/17/18,AR,s,WO
2/17/18,BS,s,HD
2/17/18,CR,s,HD
2/17/18,EV,s,HD
2/17/18,EY,agg2,JR
2/17/18,FD,s,HD
2/17/18,HT,s,HD
2/17/18,IF,agg2,AR
2/17/18,IF,agg3,PB
2/17/18,IQ,agg2,HC
2/17/18,JL,agg2,OI
2/17/18,KC,hd1,HD
2/17/18,KT,sg,HD
2/17/18,PB,agg3,JO
2/17/18,PF,agg3,KS
2/17/18,PF,agg3,PB
2/17/18,TO,s,II
2/17/18,VO,agg2,HT
2/17/18,WC,agg2,HD
2/17/18,YO,s,HD
2/17/18,ZP,agg2,HD
2/19/18,AL,agg2,VO
2/19/18,DZDS2,s,HAPQ
2/19/18,FA,agg3,VB
2/19/18,FA,agg2,VB
2/19/18,IQ,agg2,PA
2/19/18,LQ,agg2,VO
2/19/18,VO,agg3,FF
2/19/18,VO,agg3,AL
2/20/18,AXAZ2,s,IQ
2/20/18,DU,agg2,IY
2/20/18,GV,agg2,HD
2/20/18,IE,agg2,HJ
2/20/18,IG,agg2,HC
2/20/18,MLJE2,agg2,IE
2/20/18,MRMG2,agg2,HAPQ
2/20/18,PA,fd,ZP
2/20/18,PB,agg3,EZ
2/20/18,PG,agg1,VB
2/20/18,PM,agg2,QS
2/20/18,QE,agg3,VO
2/20/18,SR,s,PA
2/20/18,TE,agg2,EZ
2/20/18,TN,agg3,IE
2/20/18,TO,agg2,VB
2/20/18,TU,agg2,CA
2/20/18,UM,agg2,DG
2/20/18,VB,agg2,PG
2/20/18,WC,G1,HT
2/20/18,WQ,fd,WY
2/20/18,YO,agg2,NI
2/22/18,CC,agg2,EZ
2/22/18,CRCO2,s,HAPQ
2/22/18,DO,agg2,IY
2/22/18,EV,sg,IF
2/22/18,HC,agg2,OI
2/22/18,HL,agg3,IR
2/22/18,IF,agg2,WR
2/22/18,II,hd2,EQ
2/22/18,MLJE2,agg3,IF
2/22/18,MLJE2,agg2,TO
2/22/18,TL,agg2,AL
2/22/18,TT,s,TO
2/22/18,TU,agg1,II
2/22/18,WY,agg2,WC
2/22/18,YR,s,HT
2/23/18,DU,fd,AL
2/23/18,EA,agg3,QE
2/23/18,FA,agg3,VB
2/23/18,FF,hd1,HD
2/23/18,FG,agg3,VB
2/23/18,HAPQ,s,OI
2/23/18,HAPQ,s,HD
2/23/18,HJ,agg2,GV
2/23/18,IE,agg3,JO
2/23/18,IF,hd2,HD
2/23/18,II,agg2,HC
2/23/18,IQ,agg2,HC
2/23/18,JM,hd2,FD
2/23/18,PG,agg3,IY
2/23/18,QEQT,s,OI
2/23/18,QS,s,PA
2/23/18,RD,agg3,EZ
2/23/18,TB,hd2,OI
2/23/18,TU,agg3,IE
2/23/18,VO,agg3,IY
2/24/18,AL,agg2,YR
2/24/18,BH,sg,HL
2/24/18,DC,agg2,IQ
2/24/18,DO,agg3,AL
2/24/18,DU,agg2,MVJR2
2/24/18,EV,agg1,HD
2/24/18,EY,sg,AL
2/24/18,FF,hd1,HD
2/24/18,FG,s,HL
2/24/18,FU,s,IQ
2/24/18,IF,s,HD
2/24/18,IQ,s,NW
2/24/18,IQ,agg2,VB
2/24/18,KC,agg2,WQ
2/24/18,KT,s,IE
2/24/18,KT,s,HL
2/24/18,PY,agg2,KC
2/24/18,SR,agg2,HD
2/24/18,TE,agg2,IQ
2/24/18,TE,agg2,IG
2/24/18,TLCV2,s,AL
2/24/18,TLCV2,agg2,HL
2/24/18,WO,agg2,OI
2/24/18,ZI,agg2,VB
2/26/18,CU,agg2,SS
2/26/18,DC,s,JO
2/26/18,DO,agg3,VB
2/26/18,DO,agg2,IF
2/26/18,DU,sg,AR
2/26/18,FA,agg3,SS
2/26/18,HS,agg2,JO
2/26/18,IE,agg1,DG
2/26/18,IE,agg2,DG
2/26/18,IQ,agg2,DG
2/26/18,JM,agg2,KT
2/26/18,KQ,agg3,HT
2/26/18,NI,agg2,JO
2/26/18,QB,agg2,KT
2/26/18,SS,agg2,IY
2/26/18,SS,agg2,FA
2/26/18,TB,s,JM
2/26/18,TN,agg2,CA
2/26/18,TW,agg2,JO
2/26/18,VO,agg2,EZ
2/27/18,BH,agg2,TB
2/27/18,DC,agg2,HC
2/27/18,DO,agg2,DG
2/27/18,DS,agg2,DO
2/27/18,DU,agg2,EZ
2/27/18,FF,s,EQ
2/27/18,FF,hd1,HD
2/27/18,FF,agg1,IY
2/27/18,FF,agg2,IY
2/27/18,IF,agg2,IY
2/27/18,IY,agg2,PA
2/27/18,IY,agg2,WY
2/27/18,IY,agg2,VBIG
2/27/18,IY,agg2,AR
2/27/18,KC,s,HD
2/27/18,KC,hd2,HD
2/27/18,MA,s,PU
2/27/18,NI,agg2,HD
2/27/18,NW,fd,HD
2/27/18,TB,s,HA
2/27/18,TLCV2,s,AL
2/27/18,TO,fd,PU
2/27/18,ZI,agg2,PB
2/28/18,AXAZ2,agg3,QS
2/28/18,DO,agg2,VO
2/28/18,DZDS2,s,TE
2/28/18,EY,agg2,IF
2/28/18,EZ,agg3,HS
2/28/18,FA,agg3,KQ
2/28/18,FA,agg3,EZ
2/28/18,FU,agg3,GL
2/28/18,HA,agg2,FD
2/28/18,HL,hd1,HS
2/28/18,IE,agg3,PB
2/28/18,IE,agg3,HS
2/28/18,IG,agg2,FD
2/28/18,JM,agg2,FD
2/28/18,JM,hd2,YR
2/28/18,JM,agg3,PA
2/28/18,MF,agg2,IR
2/28/18,MVJR2,s,IG
2/28/18,NW,agg2,NI
2/28/18,NW,agg3,NI
2/28/18,PA,agg2,JM
2/28/18,PB,agg2,IE
2/28/18,QE,agg3,II
2/28/18,QS,agg3,AR
2/28/18,QS,agg2,AR
2/28/18,TN,agg3,HL
2/28/18,TN,agg1,HS
2/28/18,TO,s,GL
2/28/18,TO,agg2,HS
2/28/18,TO,s,OI
2/28/18,TY2,agg3,TN
3/1/18,AF,fd,EQ
3/1/18,AX,fd,EQ
3/1/18,FA,fd,YR
3/1/18,FA,agg3,WQ
3/1/18,IF,s,EQ
3/1/18,IF,agg2,AR
3/1/18,IR,s,JO
3/1/18,KC,s,TO
3/1/18,PA,agg3,WY
3/1/18,PA,agg2,WY
3/1/18,PB,agg2,HS
3/1/18,TE,agg2,PB
3/1/18,TE,agg2,IF
3/1/18,TN,hd2,HC
3/1/18,TO,s,II
3/2/18,BHBX,sg,AL
3/2/18,DC,agg2,IY
3/2/18,DO,sg,HC
3/2/18,FF,agg2,AR
3/2/18,IG,agg2,HC
3/2/18,II,agg2,HD
3/2/18,II,agg2,YR
3/2/18,IQVP,s,HAPQ
3/2/18,JM,agg2,VB
3/2/18,JO,agg2,HD
3/2/18,KC,hd2,HD
3/2/18,KT,hd1,HD
3/2/18,NI,s,HD
3/2/18,NW,agg3,GV
3/2/18,NW,agg2,GV
3/2/18,PB,agg3,VB
3/2/18,SS,agg2,AR
3/2/18,TN,hd2,WQ
3/2/18,VB,agg2,EZ
3/2/18,WR,s,HD
3/3/18,BH,agg2,VB
3/3/18,CC,agg2,IR
3/3/18,CRCO2,sg,HC
3/3/18,DU,s,IG
3/3/18,EZ,agg3,IY
3/3/18,IF,agg2,EZ
3/3/18,IG,agg2,PU
3/3/18,IQVP,s,HAPQ
