Troop,Date,OBS,Avoider,Infant ID Avoider,Type of Avoid,Avoided,Infant ID Avoided,Notes,Entered By,Column1
NMU,2019-09-07,FRM,EZ,,sg,HD,,,CK,
NMU,2019-09-07,FRM,LQ,,sg,HD,,,CK,
NMU,2019-09-07,FRM,IA2,,agg3,IF,,,CK,
NMU,2019-09-07,FRM,BH,,agg3,KQ,,,CK,
NMU,2019-09-07,FRM,KQ,,agg3,YV,,,CK,
NMU,2019-09-07,FRM,TL,,agg2,KQ,,,CK,
NMU,2019-09-07,FRM,LQ,,agg3,IG,,,CK,
NMU,2019-09-07,FRM,YI,,agg2,YU,,,CK,
NMU,2019-09-07,FRM,VI,,fd,HJ,,,CK,
NMU,2019-09-07,FRM,ML,,agg3,AF,,,CK,
NMU,2019-09-07,FRM,ML,,s,SR,,,CK,
NMU,2019-09-07,FRM,ML,,agg3,SR,,,CK,
NMU,2019-09-07,FRM,JR,,agg3,JP2,,,CK,
NMU,2019-09-07,FRM,JR,,agg3,PU,,,CK,
NMU,2019-09-07,FRM,JR,,agg1,JL,,,CK,
NMU,2019-09-07,FRM,LQ,,agg3,WY,,,CK,
NMU,2019-09-07,FRM,HA,,sg,WQ,,,CK,
NMU,2019-09-07,FRM,CF,,sg,HA,,,CK,
NMU,2019-09-07,FRM,IG,,s,HA,,,CK,
NMU,2019-09-07,FRM,EV,,hd1,FD,,,CK,
NMU,2019-09-07,JPK,YA,,s,FD,,,CK,
NMU,2019-09-07,JPK,CR,CR2,agg1,JM,,,CK,
NMU,2019-09-07,JPK,IF,,fg1,PB,,,CK,
NMU,2019-09-07,JPK,HA,,agg3,PB,,,CK,
NMU,2019-09-07,JPK,PB,,agg2,HS,,,CK,
NMU,2019-09-07,JPK,WQ,,s,HS,,,CK,
NMU,2019-09-07,JPK,YI,,agg1,PU,,,CK,
NMU,2019-09-07,JPK,BM,,hd2,YU,,,CK,
NMU,2019-09-07,JPK,PG,,agg3,BX,,,CK,
NMU,2019-09-07,JPK,LQ,,agg3,PY,,,CK,
NMU,2019-09-09,FRM,TT,,s,HA,,,CK,
NMU,2019-09-09,FRM,TU,,s,HA,,,CK,
NMU,2019-09-09,FRM,DU,DT2,s,OI,,,CK,
NMU,2019-09-09,FRM,TE,,agg2,HL,,,CK,
NMU,2019-09-09,FRM,WC,,s,HD,,,CK,
NMU,2019-09-09,FRM,DG,,s,HD,,,CK,
NMU,2019-09-09,FRM,YI,,agg2,WR,,,CK,
NMU,2019-09-09,FRM,LV,,agg1,IR,,,CK,
NMU,2019-09-09,FRM,IG,,s,HA,,,CK,
NMU,2019-09-09,FRM,EA,,agg1,WR,,,CK,
NMU,2019-09-09,FRM,CF,,agg2,KS,,,CK,
NMU,2019-09-09,FRM,DS,,agg3,EZ,,,CK,
NMU,2019-09-09,FRM,RK,,agg3,EZ,,,CK,
NMU,2019-09-09,FRM,HS,,agg1,EZ,,,CK,
NMU,2019-09-09,FRM,EZ,,agg1,YE,,,CK,
NMU,2019-09-09,FRM,CR,,agg2,EZ,,,CK,
NMU,2019-09-09,FRM,IG,VO2,s,OI,,,CK,
NMU,2019-09-09,FRM,SR,,hd1,HD,,,CK,
NMU,2019-09-09,FRM,IF,,agg2,KT,,,CK,
NMU,2019-09-09,FRM,OI,,s,HD,,,CK,
NMU,2019-09-09,FRM,BH,,s,HA,,,CK,
NMU,2019-09-10,FRM,YU,,agg3,YL,,,CK,
NMU,2019-09-10,FRM,YL,,agg3,FP,,,CK,
NMU,2019-09-10,FRM,OI,,s,YU,,,CK,
NMU,2019-09-10,FRM,TE,,agg2,YV,,,CK,
NMU,2019-09-10,FRM,YV,,agg2,OI,,,CK,
NMU,2019-09-10,FRM,YL,,agg3,HD,,,CK,
NMU,2019-09-10,FRM,HA,,agg2,OI,,,CK,
NMU,2019-09-10,FRM,CR,,sg,HC,,,CK,
NMU,2019-09-10,FRM,KT,,sg,HC,,,CK,
NMU,2019-09-10,FRM,LV,,sg,HC,,,CK,
NMU,2019-09-10,FRM,PY,,agg2,QI,,,CK,
NMU,2019-09-10,FRM,AL,,s,PY,,,CK,
NMU,2019-09-10,FRM,CA,,agg2,OI,,,CK,
NMU,2019-09-10,FRM,KC,,agg2,TL,,,CK,
NMU,2019-09-10,FRM,JM,,agg2,SR,,,CK,
NMU,2019-09-10,FRM,DS,,hd2,IY,,,CK,
NMU,2019-09-10,FRM,JL,,agg2,TU,,,CK,
NMU,2019-09-10,FRM,DS,,agg2,HC,,,CK,
NMU,2019-09-10,FRM,HS,,s,WQ,,,CK,
NMU,2019-09-10,JPK,YL,,agg3,FP,,,CK,
NMU,2019-09-10,JPK,IF,,hd2,HD,,,CK,
NMU,2019-09-10,JPK,DG,,agg1,HD,,,CK,
NMU,2019-09-10,JPK,WR,,s,HD,,,CK,
NMU,2019-09-10,JPK,YU,,agg3,YL,,,CK,
NMU,2019-09-10,JPK,TU,,agg1,BH,,,CK,
NMU,2019-09-10,JPK,HD,,agg1,"YL, DG",,Polyadic,CK,
NMU,2019-09-10,JPK,WR,,agg1,OI,,,CK,
NMU,2019-09-10,JPK,WR,,agg1,YI,,,CK,
NMU,2019-09-10,JPK,YR,JB2,agg3,HD,,,CK,
NMU,2019-09-10,JPK,"YI, YL",,agg2,HD,,Polyadic,CK,
NMU,2019-09-10,JPK,YL,,agg3,HD,,,CK,
NMU,2019-09-10,JPK,KQ,,agg3,IY,,,CK,
NMU,2019-09-10,JPK,VO,,agg1,VI,,,CK,
NMU,2019-09-10,JPK,II,ID2,agg3,VI,,,CK,
NMU,2019-09-10,JPK,KS,,agg1,FD,,,CK,
NMU,2019-09-10,JPK,KS,,agg2,PB,,,CK,
NMU,2019-09-10,JPK,KL2,,agg3,DU,DT2,,CK,
NMU,2019-09-10,JPK,DU,DT2,agg3,KS,,,CK,
NMU,2019-09-10,JPK,KS,,agg1,PB,,,CK,
NMU,2019-09-10,JPK,EV,,agg3,AF,AH2,,CK,
NMU,2019-09-10,JPK,MR,MJ2,agg2,"TE,TO,FG,IQ",,Polyadic,CK,
NMU,2019-09-10,JPK,TO,,agg3,QS,,,CK,
NMU,2019-09-10,JPK,VO,,agg2,"FG,QS,FU",,Polyadic,CK,
NMU,2019-09-10,JPK,FP,,agg2,WQ,,,CK,
NMU,2019-09-10,JPK,BZ,,agg2,WQ,,,CK,
NMU,2019-09-12,FRM,AV2,,g2,TO,,,CK,
NMU,2019-09-12,FRM,CF,,agg1,IG,,,CK,
NMU,2019-09-12,FRM,DS,,agg2,QS,,,CK,
NMU,2019-09-12,FRM,DG,,mob,Troop,,,CK,
NMU,2019-09-12,JPK,QE,,s,HD,,,CK,
NMU,2019-09-12,JPK,CR,CR2,agg1,PB,,,CK,
NMU,2019-09-12,JPK,EV,,agg3,VQ,,,CK,
NMU,2019-09-12,JPK,KQ,,agg2,EQ,,,CK,
NMU,2019-09-12,JPK,CR,CR2,agg3,PY,,,CK,
NMU,2019-09-12,JPK,PY,,agg2,IY,,,CK,
NMU,2019-09-12,JPK,MR,MJ2,agg1,AF,AH2,,CK,
NMU,2019-09-12,JPK,ML,,agg1,HD,,,CK,
NMU,2019-09-12,JPK,SR,,agg3,DG,,,CK,
NMU,2019-09-12,JPK,CR,CR2,s,DG,,,CK,
NMU,2019-09-12,JPK,TE,,agg3,IQ,,,CK,
NMU,2019-09-12,JPK,VO2,,s,CA,,,CK,
NMU,2019-09-12,JPK,JR,,agg3,CA,,,CK,
NMU,2019-09-12,JPK,CA,,agg2,YU,,,CK,
NMU,2019-09-12,JPK,MF,,agg2,YU,,,CK,
NMU,2019-09-12,JPK,YU,,agg2,FP,,,CK,
NMU,2019-09-12,JPK,VB,,agg2,YU,,,CK,
NMU,2019-09-12,JPK,KQ,,s,CA,,,CK,
NMU,2019-09-12,JPK,"VB,IR",,agg2,IY,,Polyadic,CK,
NMU,2019-09-12,JPK,VB,,agg2,IY,,,CK,
NMU,2019-09-14,FRM,CR,,agg3,PB,,,CK,
NMU,2019-09-14,FRM,EV,,hd2,IY,,,CK,
NMU,2019-09-14,FRM,GV,,agg1,WQ,,,CK,
NMU,2019-09-14,FRM,GV,,agg1,YV,,,CK,
NMU,2019-09-14,FRM,GV,,agg3,HS,,,CK,
NMU,2019-09-14,FRM,TO,,sg,KQ,,,CK,
NMU,2019-09-14,FRM,HA,,sg,KQ,,,CK,
NMU,2019-09-14,FRM,TO,,agg1,VM,,,CK,
NMU,2019-09-14,FRM,FF,,agg1,IF,,,CK,
NMU,2019-09-14,JPK,VO,,agg1,TO,,,CK,
NMU,2019-09-14,JPK,TO,,agg1,ZE,,,CK,
NMU,2019-09-14,JPK,DZ,,agg3,FG,,,CK,
NMU,2019-09-14,JPK,DZ,,agg1,KS,,,CK,
NMU,2019-09-14,JPK,CR,,agg3,PB,,,CK,
NMU,2019-09-14,JPK,PB,,agg1,HD,,,CK,
NMU,2019-09-14,JPK,EU,,hd2,TY,,,CK,
NMU,2019-09-14,JPK,GV,,agg2,"YU,WR",,Polyadic,CK,
NMU,2019-09-14,JPK,HL,,agg3,GV,,,CK,
NMU,2019-09-14,JPK,HS,,agg1,GV,,,CK,
NMU,2019-09-14,JPK,GV,,agg1,YI,,,CK,
NMU,2019-09-14,JPK,HS,,agg3,GV,,,CK,
NMU,2019-09-14,JPK,CA,,agg2,HS,,,CK,
NMU,2019-09-14,JPK,CA,,agg3,HS,,,CK,
NMU,2019-09-16,FRM,AF,AH2,agg1,YR,,,CK,
NMU,2019-09-16,FRM,KC,,s,JL,,,CK,
NMU,2019-09-16,FRM,JL,,sg,HA,,,CK,
NMU,2019-09-16,FRM,JL,,s,KQ,,,CK,
NMU,2019-09-16,FRM,TO,,s,QS,,,CK,
NMU,2019-09-16,FRM,QE,,s,TO,,,CK,
NMU,2019-09-16,FRM,AF,AH2,s,DG,,,CK,
NMU,2019-09-16,FRM,CR2,,s,IY,,,CK,
NMU,2019-09-16,FRM,MR,,hd2,FD,,,CK,
NMU,2019-09-17,FRM,JL,,s,HA,,,CK,
NMU,2019-09-17,FRM,AF,AH2,s,HA,,,CK,
NMU,2019-09-17,FRM,IQ,,s,OI,,,CK,
NMU,2019-09-17,FRM,EA,,hd2,IY,,,CK,
NMU,2019-09-17,FRM,AF,AH2,s,HL,,,CK,
NMU,2019-09-17,FRM,SR,,agg1,IF,,,CK,
NMU,2019-09-17,FRM,DZ,,agg1,SR,,,CK,
NMU,2019-09-17,FRM,EV,,agg1,FD,,,CK,
NMU,2019-09-17,FRM,AF,AH2,s,HD,,,CK,
NMU,2019-09-17,FRM,MR,,hd2,FD,,,CK,
NMU,2019-09-17,FRM,AF,AH2,s,DG,,,CK,
NMU,2019-09-17,FRM,KT,,agg2,PB,,,CK,
NMU,2019-09-17,FRM,ML,,agg2,KC,,,CK,
NMU,2019-09-17,FRM,CF,,s,HA,,,CK,
NMU,2019-09-17,FRM,IQ,,agg2,YR,,,CK,
NMU,2019-09-17,FRM,VP,,s,YR,,,CK,
NMU,2019-09-17,FRM,PU,,agg2,OI,,,CK,
NMU,2019-09-17,FRM,TW,,s,OI,,,CK,
NMU,2019-09-17,JPK,BZ,,agg1,HS,,,CK,
NMU,2019-09-17,JPK,ML,MS2,s,FP,,,CK,
NMU,2019-09-17,JPK,CQ,,agg2,FP,,,CK,
NMU,2019-09-17,JPK,LW,,agg2,FP,,,CK,
NMU,2019-09-17,JPK,FP,,agg1,HS,,,CK,
NMU,2019-09-17,JPK,DU,DT2,agg3,LT,,,CK,
NMU,2019-09-17,JPK,DO,,agg3,JR2,,,CK,
NMU,2019-09-17,JPK,PG,,agg1,QS,,,CK,
NMU,2019-09-17,JPK,DO,,agg2,YV,,,CK,
NMU,2019-09-17,JPK,VO,,fg1,YV,,,CK,
NMU,2019-09-17,JPK,TL,CY2,agg3,ZI,,,CK,
NMU,2019-09-17,JPK,ZI,,agg2,YV,,,CK,
NMU,2019-09-17,JPK,KQ,,agg2,ZI,,,CK,
NMU,2019-09-17,JPK,IE,,agg1,WC,,,CK,
NMU,2019-09-17,JPK,TU,,agg1,WC,,,CK,
NMU,2019-09-19,JPK,LT,,agg3,IQ,,,CK,
NMU,2019-09-19,JPK,IE,,agg1,AF,AH2,,CK,
NMU,2019-09-19,JPK,SR,,agg1,FD,,,CK,
NMU,2019-09-19,JPK,DG,,agg2,HS,,,CK,
NMU,2019-09-19,JPK,VO,,agg3,DG,,,CK,
NMU,2019-09-19,JPK,BM,,agg1,HL,,,CK,
NMU,2019-09-19,JPK,BM,,agg1,FD,,,CK,
NMU,2019-09-19,JPK,VO,,agg1,DG,,,CK,
NMU,2019-09-19,JPK,VO,,agg3,JM,JG2,,CK,
NMU,2019-09-19,JPK,EU,,agg3,IY,,,CK,
NMU,2019-09-19,JPK,KM,,agg2,II,ID2,,CK,
NMU,2019-09-19,JPK,IY,,agg2,YL,,,CK,
NMU,2019-09-19,JPK,GV,,agg1,YL,,,CK,
NMU,2019-09-19,JPK,IF,,agg3,DG,,,CK,
NMU,2019-09-19,JPK,IF,,agg2,"DG,PB",,Polyadic,CK,
NMU,2019-09-19,JPK,AL,AV2,agg3,CQ,,,CK,
NMU,2019-09-19,JPK,FO,,agg2,ML,,,CK,
NMU,2019-09-19,JPK,ML,,agg1,TL,CY2,,CK,
NMU,2019-09-20,FRM,HJ,,agg1,PU,,,CK,
NMU,2019-09-20,FRM,WR,,agg2,YR,,,CK,
NMU,2019-09-20,FRM,HD,,agg2,YR,,,CK,
NMU,2019-09-20,FRM,TY2,,agg2,PY,,,CK,
NMU,2019-09-20,FRM,SR,,agg2,DG,,,CK,
NMU,2019-09-20,FRM,CC,,agg2,HC,,,CK,
NMU,2019-09-20,FRM,BH,,hd2,HC,,,CK,
NMU,2019-09-20,FRM,QE,,agg3,CC,,,CK,
NMU,2019-09-20,FRM,DO,,agg2,HC,,,CK,
NMU,2019-09-20,FRM,CA,,sg,HC,,,CK,
NMU,2019-09-20,FRM,JP2,,agg3,LV,,,CK,
NMU,2019-09-20,FRM,LV,,agg2,JR,,,CK,
NMU,2019-09-20,FRM,DO,,agg2,JR,,,CK,
NMU,2019-09-20,FRM,DO,,agg2,ML,,,CK,
NMU,2019-09-20,FRM,YV,,agg1,HC,,,CK,
NMU,2019-09-20,FRM,VO,,sg,PY,,,CK,
NMU,2019-09-20,JPK,JM,VI2,agg1,PY,,,CK,
NMU,2019-09-20,JPK,II,,s,"PY,YA",,Polyadic,CK,
NMU,2019-09-20,JPK,CF,,s,EQ,,,CK,
NMU,2019-09-20,JPK,LQ,,s,EQ,,,CK,
NMU,2019-09-20,JPK,DO,,agg2,HC,,,CK,
NMU,2019-09-20,JPK,YA,,s,YR,,,CK,
NMU,2019-09-20,JPK,YU,,agg1,YR,,,CK,
NMU,2019-09-20,JPK,KT,,agg2,HC,,,CK,
NMU,2019-09-21,FRM,PY,,agg1,BZ,,,CK,
NMU,2019-09-21,FRM,LQ,,agg1,ZE,,,CK,
NMU,2019-09-21,FRM,ZE,,agg3,BZ,,,CK,
NMU,2019-09-21,FRM,JR,,agg3,YR,,,CK,
NMU,2019-09-21,FRM,TO,,s,OI,,,CK,
NMU,2019-09-21,FRM,IR,,s,OI,,,CK,
NMU,2019-09-21,FRM,IG,,agg1,YR,,,CK,
NMU,2019-09-21,FRM,PU,,g2,YR,,,CK,
NMU,2019-09-21,FRM,FF,,s,PB,,,CK,
NMU,2019-09-21,FRM,PU,,agg3,EQ,,,CK,
NMU,2019-09-21,FRM,TW,,agg2,EV,,,CK,
NMU,2019-09-21,FRM,MV,,agg3,IE,,,CK,
NMU,2019-09-21,FRM,MF,,s,YV,,,CK,
NMU,2019-09-21,JPK,HL,,agg2,WQ,,,CK,
NMU,2019-09-21,JPK,JR,,agg3,YR,,,CK,
NMU,2019-09-21,JPK,TO,,hd2,OI,,,CK,
NMU,2019-09-21,JPK,DZ,,sg,YU,,,CK,
NMU,2019-09-21,JPK,YR,,s,YU,,,CK,
NMU,2019-09-21,JPK,HL,,hd2,WQ,,,CK,
NMU,2019-09-21,JPK,EA,,hd1,IY,,,CK,
NMU,2019-09-21,JPK,PU,JB2,agg1,YR,,,CK,
NMU,2019-09-21,JPK,CU2,,agg3,QI,,,CK,
NMU,2019-09-21,JPK,DG,,agg2,WQ,,,CK,
NMU,2019-09-21,JPK,VB,,agg2,DG,,,CK,
NMU,2019-09-21,JPK,FG,,agg2,KQ,,,CK,
NMU,2019-09-21,JPK,BQ,,agg3,"TS2, AN2",,Polyadic,CK,
NMU,2019-09-21,JPK,"YR, IQ",,agg2,"WY,YU,YL,WR",,Polyadic,CK,
NMU,2019-09-21,JPK,BM,,hd2,FP,,,CK,
NMU,2019-09-21,JPK,SR,,agg1,AF,AH2,,CK,
NMU,2019-09-23,JPK,PB,,agg1,HD,,,CK,
NMU,2019-09-23,JPK,PB,,fd 151 R,IR,,,CK,
NMU,2019-09-23,JPK,LQ,,agg2,ZI,,,CK,
NMU,2019-09-23,JPK,LQ,,agg1,HA,,,CK,
NMU,2019-09-24,JPK,CR2,,agg1,WQ,,,CK,
NMU,2019-09-24,JPK,SR,,s,HD,,,CK,
NMU,2019-09-24,JPK,IF,,sg,SR,,,CK,
NMU,2019-09-24,JPK,JL,,agg3,YU,,,CK,
NMU,2019-09-24,JPK,YU,,agg1,"YE,WY",,Polyadic,CK,
NMU,2019-09-25,FRM,TO,,hd2,WQ,,,CK,
NMU,2019-09-25,FRM,TL,,agg2,HC,,,CK,
NMU,2019-09-25,FRM,KT,,agg2,HC,,,CK,
NMU,2019-09-25,FRM,BH,,"g1, ff",HC,,,CK,
NMU,2019-09-25,FRM,KT,,"g1, ff",HC,,,CK,
NMU,2019-09-25,FRM,YV,,s,HC,,,CK,
NMU,2019-09-25,FRM,II,,agg2,FF,,,CK,
NMU,2019-09-25,FRM,PU,,agg1,GV,,,CK,
NMU,2019-09-25,FRM,IG,,agg1,GV,,,CK,
NMU,2019-09-25,FRM,LT,,agg1,MD2,,,CK,
NMU,2019-09-25,FRM,QI,,agg2,KS,,,CK,
NMU,2019-09-25,FRM,MZ,MI2,agg3,KS,,,CK,
NMU,2019-09-25,FRM,KS,,agg1,OI,,,CK,
NMU,2019-09-25,FRM,LQ,,agg3,IG,,,CK,
NMU,2019-09-25,JPK,LT,,agg1,TL,CY2,,CK,
NMU,2019-09-25,JPK,VO,,agg2,LT,,,CK,
NMU,2019-09-25,JPK,LT,,agg2,"TL,CR",CR2,Polyadic,CK,
NMU,2019-09-25,JPK,VO,,agg2,LQ,,,CK,
NMU,2019-09-25,JPK,LT,,agg2,"VO, TL",CY2,Polyadic,CK,
NMU,2019-09-25,JPK,JL,,sg,FG,,,CK,
NMU,2019-09-25,JPK,FG,,agg1,JP2,,,CK,
NMU,2019-09-25,JPK,YE,,agg1,YU,,,CK,
NMU,2019-09-25,JPK,IR,,s,YV,,,CK,
NMU,2019-09-25,JPK,QB,,sg,YV,,,CK,
NMU,2019-09-25,JPK,PU,,agg3,HD,,,CK,
NMU,2019-09-25,JPK,WC,,agg2,WR,,,CK,
NMU,2019-09-26,FRM,CY2,,s,LQ,,,CK,
NMU,2019-09-26,FRM,JR2,,sg,IE,,,CK,
NMU,2019-09-26,FRM,VI,,sg,HL,,,CK,
NMU,2019-09-26,FRM,YR,,sg,HL,,,CK,
NMU,2019-09-26,FRM,MV,,sg,HL,,,CK,
NMU,2019-09-26,JPK,AL,,agg1,DA2,,,CK,
NMU,2019-09-26,JPK,DU,DT2,fg1,VI,,,CK,
NMU,2019-09-26,JPK,DU,DT2,s,HC,,,CK,
NMU,2019-09-26,JPK,ML,,agg1,CF,,,CK,
NMU,2019-09-26,JPK,DU,DT2,agg1,HA,,,CK,
NMU,2019-09-26,JPK,MG2,,agg3,PG,,,CK,
NMU,2019-09-26,JPK,UN,,agg2,PG,,,CK,
NMU,2019-09-26,JPK,YU,,agg1,WQ,,,CK,
NMU,2019-09-26,JPK,WQ,,agg1,YU,,,CK,
NMU,2019-09-26,JPK,YE,,agg1,YV,,,CK,
NMU,2019-09-27,FRM,YI,,agg2,EZ,,,CK,
NMU,2019-09-27,FRM,HS,,s,EZ,,,CK,
NMU,2019-09-27,FRM,WR,,s,EZ,,,CK,
NMU,2019-09-27,FRM,MR,,agg2,HS,,,CK,
NMU,2019-09-27,FRM,ML,,s,IG,,,CK,
NMU,2019-09-27,FRM,VB,,agg2,HC,,,CK,
NMU,2019-09-27,FRM,PB,,g1,VB,,,CK,
NMU,2019-09-27,FRM,FN2,,agg3,TO,,,CK,
NMU,2019-09-27,JPK,IF,,agg3,KQ,,,CK,
NMU,2019-09-27,JPK,AF,AH2,agg3,CC,,,CK,
NMU,2019-09-27,JPK,ML,,agg1,KQ,,,CK,
NMU,2019-09-27,JPK,VB,,agg2,HC,,,CK,
NMU,2019-09-27,JPK,YI,,agg1,YU,,,CK,
NMU,2019-09-27,JPK,YI,,agg1,"YV,IY",,Polyadic,CK,
NMU,2019-09-28,FRM,ML,,hd2,YR,,,CK,
NMU,2019-09-28,FRM,YU,,agg2,WR,,,CK,
NMU,2019-09-28,FRM,QB,,agg3,PY,,,CK,
NMU,2019-09-28,FRM,VJ,,agg2,QI,,,CK,
NMU,2019-09-28,FRM,KS,,s,CA,,,CK,
NMU,2019-09-28,JPK,WY,,agg2,WQ,,,CK,
NMU,2019-09-28,JPK,HL,,hd2,WQ,,,CK,
NMU,2019-09-28,JPK,KS,,s,CA,,,CK,
NMU,2019-09-28,JPK,FG,,agG2,TW,,,CK,
NMU,2019-09-28,JPK,DG,,agg1,HD,,,CK,
NMU,2019-09-28,JPK,YU,,agg1,HC,,,CK,
NMU,2019-09-29,JPK,TU,,agg2,EZ,,,CK,
NMU,2019-09-29,JPK,EZ,,agG1,YR,,,CK,
NMU,2019-09-29,JPK,JL,,hd1,YR,,,CK,
NMU,2019-09-29,JPK,HS,,agg3,GV,,,CK,
NMU,2019-09-29,JPK,MV,JB2,agg3,HS,,,CK,
NMU,2019-09-29,JPK,KT,KL2,agg3,YU,,,CK,
NMU,2019-09-29,JPK,QS,,agg3,PB,,,CK,
NMU,2019-09-29,JPK,FF,,s,JM,,,CK,
NMU,2019-09-30,FRM,TT,,agg3,TL,,,CK,
NMU,2019-09-30,FRM,KC,,agg3,AL,,,CK,
NMU,2019-09-30,JPK,HC,,agg3,HS,,,CK,
NMU,2019-09-30,JPK,MV,JB2,s,"HC,HS",,Polyadic,CK,
NMU,2019-09-30,JPK,TW,TP2,agg1,IQ,,,CK,
NMU,2019-09-30,JPK,TL,,agg3,TT,,,CK,
NMU,2019-09-30,JPK,MR,MJ2,agg2,TL,,,CK,
NMU,2019-10-01,FRM,GV,,s,WQ,,,CK,
NMU,2019-10-01,FRM,FF,,sg,YA,,,CK,
NMU,2019-10-01,FRM,MR,,sg,YA,,,CK,
NMU,2019-10-01,FRM,II,,agg2,YR,,,CK,
NMU,2019-10-01,FRM,HA,,agg2,YR,,,CK,
NMU,2019-10-01,FRM,QS,,s,YR,,,CK,
NMU,2019-10-01,FRM,BM,,agg2,HD,,,CK,
NMU,2019-10-01,FRM,HS,,agg2,BM,,,CK,
NMU,2019-10-01,FRM,LT,,agg2,KC,,,CK,
NMU,2019-10-01,FRM,DS,,agg1,KC,,,CK,
NMU,2019-10-01,JPK,DU,DT2,agg3,IR,,,CK,
NMU,2019-10-01,JPK,IR,,agg1,YL,,,CK,
NMU,2019-10-02,FRM,LH,,sg,CF,,,CK,
NMU,2019-10-02,FRM,FN2,,s,HD,,,CK,
NMU,2019-10-02,FRM,FN2,,agg1,HD,,,CK,
NMU,2019-10-02,FRM,IF,,hd2,PU,,,CK,
NMU,2019-10-02,FRM,IQ,,hd2,PU,,,CK,
NMU,2019-10-02,FRM,ML,,hd2,FD,,,CK,
NMU,2019-10-02,FRM,IQ,,hd2,EZ,,,CK,
NMU,2019-10-02,FRM,MR,,agg3,WR,,,CK,
NMU,2019-10-02,FRM,TY2,,agg3,JV,,,CK,
NMU,2019-10-02,FRM,FO,,agg2,JV,,,CK,
NMU,2019-10-02,FRM,FO,,agg2,HC,,,CK,
NMU,2019-10-02,FRM,MZ,MI2,s,HC,,,CK,
NMU,2019-10-02,FRM,TO,,s,HC,,,CK,
NMU,2019-10-02,FRM,HS,,s,HC,,,CK,
NMU,2019-10-02,FRM,MZ,MI2,s,HL,,,CK,
NMU,2019-10-02,FRM,BH,,hd1,HC,,,CK,
NMU,2019-10-02,FRM,FP,,s,HC,,,CK,
NMU,2019-10-02,FRM,BM,,s,HC,,,CK,
NMU,2019-10-02,BLM,FN2,,agg1,HS,,,CK,
NMU,2019-10-02,BLM,IW,,agg3,JV,,,CK,
NMU,2019-10-02,BLM,IF,,hd2,PU,,,CK,
NMU,2019-10-02,BLM,FO,,agg2,HC,,,CK,
NMU,2019-10-02,BLM,VJ,,agg2,CQ,,,CK,
NMU,2019-10-02,BLM,QB,,agg2,CQ,,,CK,
NMU,2019-10-02,BLM,FN2,,agg3,RK,,,CK,
NMU,2019-10-02,BLM,JR,,agg2,IF,,,CK,
NMU,2019-10-02,BLM,SR,,hd2,HD,,,CK,
NMU,2019-10-02,BLM,ML,,hd2,WR,,,CK,
NMU,2019-10-02,BLM,KQ,,agg3,EZ,,,CK,
NMU,2019-10-02,BLM,MR,,hd2,WI,,,CK,
NMU,2019-10-02,BLM,JV,,agg2,PB,,,CK,
NMU,2019-10-02,BLM,IW,,fd,YJ,,,CK,
NMU,2019-10-02,BLM,FF,,agg2,HA,,,CK,
NMU,2019-10-02,BLM,DG,,s,YR,,,CK,
NMU,2019-10-03,FRM,IR,,agg2,EQ,,,CK,
NMU,2019-10-03,FRM,TT,,s,IG,,,CK,
NMU,2019-10-03,FRM,EV,,s,IR,,,CK,
NMU,2019-10-03,FRM,AF,AH2,agg1,BZ,,,CK,
NMU,2019-10-03,FRM,YV,,agg2,HD,,,CK,
NMU,2019-10-03,FRM,MZ,MI2,s,HL,,,CK,
NMU,2019-10-03,FRM,TL,CY2,s,FD,,,CK,
NMU,2019-10-03,FRM,ZE,,agg2,KQ,,,CK,
NMU,2019-10-03,FRM,LV,,s,ZE,,,CK,
NMU,2019-10-03,FRM,PY,,agg2,DC,,,CK,
NMU,2019-10-03,FRM,TW,,agg1,HA,,,CK,
NMU,2019-10-03,FRM,II,,agg1,PQ,,,CK,
NMU,2019-10-03,FRM,WC,,agg2,YR,,,CK,
NMU,2019-10-03,FRM,EZ,,agg2,DG,,,CK,
NMU,2019-10-03,FRM,DG,,s,HD,,,CK,
NMU,2019-10-03,FRM,TU,,s,HL,,,CK,
NMU,2019-10-03,FRM,MV,JB2,s,HL,,,CK,
NMU,2019-10-03,FRM,HS,,agg2,OI,,,CK,
NMU,2019-10-03,BLM,TO,,agg3,IE,,,CK,
NMU,2019-10-03,BLM,FG,,agg2,GV,,,CK,
NMU,2019-10-03,BLM,AL2,,agg3,AN2,,,CK,
NMU,2019-10-03,BLM,CA,,agg2,EQ,,,CK,
NMU,2019-10-03,BLM,KS,,agg1,ZE,,,CK,
NMU,2019-10-03,BLM,KJ,,agg2,ZE,,,CK,
NMU,2019-10-03,BLM,ZE,,agg3,KQ,,,CK,
NMU,2019-10-03,BLM,WC,,agg3,YU,,,CK,
NMU,2019-10-03,BLM,MZ,MI2,fd,HL,,,CK,
NMU,2019-10-03,BLM,FF,,hd2,GV,,,CK,
NMU,2019-10-03,BLM,PB,,agg3,VB,,,CK,
NMU,2019-10-03,BLM,TE,,hd1,OI,,,CK,
NMU,2019-10-04,FRM,EQ,,s,OI,,,CK,
NMU,2019-10-04,FRM,TO,,s,OI,,,CK,
NMU,2019-10-04,FRM,FF,,s,IE,,,CK,
NMU,2019-10-04,FRM,FF,,sg,VM,,,CK,
NMU,2019-10-04,FRM,MF,,agg1,IG,,,CK,
