Troop,Date,OBS,Avoider,Infant ID Avoider,Type of Avoid,Avoided,Infant ID Avoided,Notes,Entered By,Column1
NMU,2018-08-11,FRM,NQ,,agg1,OI,,,,
NMU,2018-08-11,FRM,WO,,s,JO,,,,
NMU,2018-08-11,FRM,EA,,hd2,HD,,,,
NMU,2018-08-11,FRM,JR,,agg2,TN,,,,
NMU,2018-08-11,FRM,CU,,agg2,ZI,,,,
NMU,2018-08-11,BLM,WY,,agg2,NW,,,,
NMU,2018-08-11,BLM,NW,,agg2,WY,,,,
NMU,2018-08-11,BLM,KT,,agg2,HA,,,,
NMU,2018-08-11,BLM,JL,,hd2,YR,,,,
NMU,2018-08-11,BLM,FA,,agg2,EZ,,,,
NMU,2018-08-11,BLM,VO,,agg2,RK,,,,
NMU,2018-08-11,BLM,WR,,agg2,HJ,,,,
NMU,2018-08-11,BLM,PU,,agg1,YR,,,,
NMU,2018-08-11,BLM,PU,,agg2,YR,,,,
NMU,2018-08-11,BLM,RK,,agg3,VB,,,,
NMU,2018-08-11,BLM,VB,,agg2,RK,,,,
NMU,2018-08-11,BLM,NW,,agg2,YU,,,,
NMU,2018-08-11,BLM,JM,,hd2,FD,,,,
NMU,2018-08-11,BLM,FG,,agg2,AL,,,,
NMU,2018-08-11,BLM,NW,,fd,AR,,,,
NMU,2018-08-11,BLM,SS,,agg2,EZ,,,,
NMU,2018-08-11,BLM,VI,,sg,HL,,,,
NMU,2018-08-11,BLM,MZ,,fd,TU,,,,
NMU,2018-08-11,BLM,MR,,agg2,SR,SZ,,,
NMU,2018-08-11,BLM,II,,agg3,SR,SZ,,,
NMU,2018-08-13,BLM,TN,,agg3,AL,AL2,,,
NMU,2018-08-13,FRM,ZE,,agg3,VB,,,,
NMU,2018-08-13,FRM,QE,,s,YL,,,,
NMU,2018-08-13,FRM,LQ,,agg1,PY,,,,
NMU,2018-08-13,FRM,CU,,agg2,ZE,,,,
NMU,2018-08-13,FRM,JR,,agg2,FU,,,,
NMU,2018-08-13,FRM,FU,,agg1,JM,,,,
NMU,2018-08-13,FRM,JM,,agg1,TO,,,,
NMU,2018-08-13,FRM,LQ,,agg2,JR,,,,
NMU,2018-08-13,FRM,TB,,agg1,TO,,,,
NMU,2018-08-13,FRM,EA,,hd1,HD,,,,
NMU,2018-08-13,FRM,CF,,s,OI,,,,
NMU,2018-08-13,FRM,JM,,agg1,TN,,,,
NMU,2018-08-13,BLM,TN,,agg2,LT,,,,
NMU,2018-08-13,BLM,HJ,,agg2,YR,,,,
NMU,2018-08-13,BLM,BS,,agg2,YR,,,,
NMU,2018-08-13,BLM,NQ,,agg2,YL,,,,
NMU,2018-08-13,BLM,TO,,agg2,KT,,,,
NMU,2018-08-13,BLM,MV,,agg2,TU,,,,
NMU,2018-08-13,BLM,JL,,hd2,YR,,,,
NMU,2018-08-13,BLM,CC,,agg3,VB,,,,
NMU,2018-08-13,BLM,FG,,agg3,ML,,,,
NMU,2018-08-13,BLM,ML,,agg2,TO,,,,
NMU,2018-08-13,BLM,HJ,,agg1,YR,,,,
NMU,2018-08-13,BLM,BS,,agg2,YR,,,,
NMU,2018-08-13,BLM,LT,,agg3,PF,,,,
NMU,2018-08-13,BLM,PF,,agg2,LQ,,,,
NMU,2018-08-13,BLM,CC,,agg2,KQ,,,,
NMU,2018-08-13,BLM,JM,,agg2,PY,,,,
NMU,2018-08-13,BLM,CC,,agg3,II,,,,
NMU,2018-08-13,BLM,II,,agg2,CC,,,,
NMU,2018-08-13,BLM,FG,,agg2,LQ,,,,
NMU,2018-08-13,BLM,CF,,agg3,MF,,,,
NMU,2018-08-13,BLM,DO,,agg2,KQ,,,,
NMU,2018-08-13,BLM,HJ,,s,YR,,,,
NMU,2018-08-13,BLM,ML,,hd2,YU,,,,
NMU,2018-08-13,BLM,IG,,agg3,PY,,,,
NMU,2018-08-13,BLM,CR,,agg3,PY,,,,
NMU,2018-08-13,BLM,JM,,agg3,KC,,,,
NMU,2018-08-13,FRM,TE,LH,s,YL,,,,
NMU,2018-08-13,BLM,TE,LH,s,HA,,,,
NMU,2018-08-14,FRM,WR,,s,YR,,,,
NMU,2018-08-14,FRM,VO,,agg1,WR,,,,
NMU,2018-08-14,FRM,HS,,s,YR,,,,
NMU,2018-08-14,FRM,TO,,s,OI,,,,
NMU,2018-08-14,FRM,IG,,sg,IF,,,,
NMU,2018-08-14,FRM,DL2,,agg1,VI,,,,
NMU,2018-08-14,FRM,DU,,s,VI,,,,
NMU,2018-08-14,FRM,YO,,agg2,YA,,,,
NMU,2018-08-14,FRM,TW,,agg2,DO,,,,
NMU,2018-08-14,FRM,IY,,agg3,MA,,,,
NMU,2018-08-14,BLM,TN,,agg2,"MZ, TU",,Polyadic,,
NMU,2018-08-14,BLM,TT,,agg2,AF,,,,
NMU,2018-08-14,BLM,TT,,s,SZ,,,,
NMU,2018-08-14,BLM,JM,,hd2,YL,,,,
NMU,2018-08-14,BLM,BZ,,agg2,GL,,,,
NMU,2018-08-14,BLM,CA,,agg2,GL,,,,
NMU,2018-08-14,BLM,CR,,sg,HL,,,,
NMU,2018-08-14,FRM,SR,SZ,s,TL,,,,
NMU,2018-08-14,BLM,TB,TW2,s,HA,,,,
NMU,2018-08-14,BLM,TT,TU2,s,HA,,,,
NMU,2018-08-14,BLM,TU,CU2,s,PU,,,,
NMU,2018-08-15,FRM,DU,DA2,s,TN,,,,
NMU,2018-08-15,FRM,DZ,DS2,s,OI,,,,
NMU,2018-08-15,BLM,FF,FO,agg2,AR,,,,
NMU,2018-08-15,FRM,TO,,agg1,AF,,,,
NMU,2018-08-15,FRM,EA,,agg1,CC,,,,
NMU,2018-08-15,FRM,BS,,agg2,HD,,,,
NMU,2018-08-15,FRM,NW,,agg3,HD,,,,
NMU,2018-08-15,FRM,FD,,agg2,YV,,,,
NMU,2018-08-15,FRM,HT,,agg1,YU,,,,
NMU,2018-08-15,FRM,MV,,agg3,TE,,,,
NMU,2018-08-15,FRM,FA,,agg2,HD,,,,
NMU,2018-08-15,FRM,VO,,agg2,HT,,,,
NMU,2018-08-15,FRM,MF,,agg1,LQ,,,,
NMU,2018-08-15,FRM,FA,,agg1,FD,,,,
NMU,2018-08-15,FRM,AX,,s,MA,,,,
NMU,2018-08-15,FRM,HJ,,agg3,YU,,,,
NMU,2018-08-15,FRM,LQ,,agg2,KQ,,,,
NMU,2018-08-15,FRM,VO,,agg1,ZP,,,,
NMU,2018-08-15,FRM,IE,,agg1,CA,,,,
NMU,2018-08-15,FRM,YE,,agg3,MA,,,,
NMU,2018-08-15,FRM,NI,,agg2,YU,,,,
NMU,2018-08-15,FRM,WO,,agg2,PU,,,,
NMU,2018-08-15,BLM,TO,,agg1,AF,,,,
NMU,2018-08-15,BLM,HT,,agg1,YU,,,,
NMU,2018-08-15,BLM,MF,,agg2,LQ,,,,
NMU,2018-08-15,BLM,FA,,agg2,ZP,,,,
NMU,2018-08-15,BLM,VM,,agg3,IF,,,,
NMU,2018-08-15,BLM,HJ,,agg1,YU,,,,
NMU,2018-08-15,BLM,HJ,,agg3,YU,,,,
NMU,2018-08-15,BLM,JM,,agg2,EZ,,,,
NMU,2018-08-15,BLM,HJ,,agg2,YR,,,,
NMU,2018-08-15,BLM,TO,,agg2,HA,,,,
NMU,2018-08-15,BLM,JM,,agg2,HL,,,,
NMU,2018-08-15,BLM,TU,,agg2,AX,,,,
NMU,2018-08-15,BLM,BH,,fd,HL,,,,
NMU,2018-08-15,BLM,IF,,agg2,PY,,,,
NMU,2018-08-15,BLM,JM,,agg3,EZ,,,,
NMU,2018-08-15,BLM,JM,,agg3,PY,,,,
NMU,2018-08-15,BLM,TO,,agg2,HA,,,,
NMU,2018-08-15,BLM,MR,,hd2,YV,,,,
NMU,2018-08-15,BLM,FF,FO,agg2,SR,SZ,,,
NMU,2018-08-15,BLM,TB,TW2,s,HL,,,,
NMU,2018-08-16,FRM,FF,FO,s,HJ,,,,
NMU,2018-08-16,FRM,FF,FO,s,HA,,,,
NMU,2018-08-16,FRM,TO,,sg,IE,VN,,,
NMU,2018-08-16,FRM,FF,,agg3,IE,,,,
NMU,2018-08-16,FRM,HS,,agg3,EQ,,,,
NMU,2018-08-16,FRM,CR,,sg,CC,,,,
NMU,2018-08-16,FRM,DU,,agg1,CC,,,,
NMU,2018-08-16,FRM,CR,,agg1,DU,,,,
NMU,2018-08-16,FRM,OI,,sg,NI,,,,
NMU,2018-08-16,FRM,IE,,s,HA,,,,
NMU,2018-08-16,FRM,DZ,,s,HA,,,,
NMU,2018-08-16,FRM,AF,,agg1,IE,,,,
NMU,2018-08-16,FRM,MR,,agg1,TE,,,,
NMU,2018-08-16,FRM,TU,,sg,HC,,,,
NMU,2018-08-16,FRM,CU2,,sg,HC,,,,
NMU,2018-08-16,FRM,TO,,agg3,IG,,,,
NMU,2018-08-16,FRM,TO,,agg3,LQ,,,,
NMU,2018-08-16,BLM,TP,,agg3,IG,VD,,,
NMU,2018-08-16,BLM,NW,,agg1,YL,,,,
NMU,2018-08-16,BLM,AR,,agg2,YL,,,,
NMU,2018-08-16,BLM,YL,,agg2,"AR, HJ",,Polyadic,,
NMU,2018-08-16,BLM,JM,,hd2,YE,,,,
NMU,2018-08-16,BLM,WR,,agg1,HS,,,,
NMU,2018-08-16,BLM,WY,,agg2,HS,,,,
NMU,2018-08-16,BLM,IY,,agg3,HS,,,,
NMU,2018-08-16,BLM,IF,,s,YA,,,,
NMU,2018-08-16,BLM,TB,TW2,s,JM,,,,
NMU,2018-08-17,BLM,CR,CO2,agg2,IF,,,,
NMU,2018-08-17,BLM,FF,FO,s,HL,,,,
NMU,2018-08-17,FRM,MF,,agg2,TN,,,,
NMU,2018-08-17,FRM,TB,,agg1,TO,,,,
NMU,2018-08-17,FRM,TO,,agg1,IE,,,,
NMU,2018-08-17,FRM,TO,,s,IE,,,,
NMU,2018-08-17,FRM,DO,,agg2,PY,,,,
NMU,2018-08-17,FRM,AF,,s,IE,,,,
NMU,2018-08-17,FRM,DS,,s,AF,,,,
NMU,2018-08-17,FRM,DS,,s,IE,,,,
NMU,2018-08-17,FRM,TU,,agg1,HC,,,,
NMU,2018-08-17,FRM,CE,,s,YU,,,,
NMU,2018-08-17,FRM,NI,,s,HD,,,,
NMU,2018-08-17,FRM,NP,,s,YU,,,,
NMU,2018-08-17,FRM,AN2,,agg2,ZI,,,,
NMU,2018-08-17,FRM,ZE,,agg1,VI,,,,
NMU,2018-08-17,FRM,YT,,s,NI,,,,
NMU,2018-08-17,FRM,MZ,,s,IE,,,,
NMU,2018-08-17,FRM,HL,,hd2,NI,,,,
NMU,2018-08-17,FRM,TO,,hd1,OI,,,,
NMU,2018-08-17,FRM,TU,,s,HA,,,,
NMU,2018-08-17,BLM,TN,,hd2,EQ,,,,
NMU,2018-08-17,BLM,FG,,agg3,TO,,,,
NMU,2018-08-17,BLM,KC,,fd,AR,,,,
NMU,2018-08-17,BLM,MR,,hd2,YA,,,,
NMU,2018-08-17,BLM,TN,,hd1,EQ,,,,
NMU,2018-08-17,BLM,RK,,agg3,ZI,,,,
NMU,2018-08-17,BLM,ZI,,agg2,RK,,,,
NMU,2018-08-17,BLM,TO,,agg1,EZ,,,,
NMU,2018-08-17,BLM,TO,,agg2,EZ,,,,
NMU,2018-08-17,BLM,SS,,agg2,PB,,,,
NMU,2018-08-17,BLM,TN,,agg2,HA,,,,
NMU,2018-08-17,BLM,KQ,,agg3,AR,,,,
NMU,2018-08-17,BLM,BH,,agg3,AL,,,,
NMU,2018-08-17,BLM,JM,,agg3,IF,,,,
NMU,2018-08-17,BLM,IF,,agg2,ML,,,,
NMU,2018-08-17,BLM,EY,,sg,TU,,,,
NMU,2018-08-17,BLM,AX,,agg2,IQ,,,,
NMU,2018-08-17,BLM,NW,,agg2,YU,,,,
NMU,2018-08-17,FRM,SR,SZ,s,HA,,,,
NMU,2018-08-17,BLM,TB,TW2,fd,PB,,,,
NMU,2018-08-17,BLM,TE,LH,s,AL,,,,
NMU,2018-08-17,BLM,TL,CV2,agg2,KC,,,,
NMU,2018-08-18,FRM,TO,,hd1,OI,,,,
NMU,2018-08-18,FRM,TW,,s,OI,,,,
NMU,2018-08-18,FRM,CC,,s,YA,,,,
NMU,2018-08-18,FRM,LQ,,agg2,PY,,,,
NMU,2018-08-18,FRM,MF,,agg2,TN,,,,
NMU,2018-08-18,FRM,TO,,s,IQ,,,,
NMU,2018-08-18,FRM,LV,,s,PA,,,,
NMU,2018-08-18,FRM,CE,,s,YV,,,,
NMU,2018-08-18,FRM,LQ,,agg1,II,,,,
NMU,2018-08-18,FRM,AZ2,,s,IR,,,,
NMU,2018-08-18,FRM,TO,,hd2,OI,,,,
NMU,2018-08-18,FRM,AL,,s,YU,,,,
NMU,2018-08-18,FRM,PM,,SP,ZI,,,,
NMU,2018-08-18,BLM,VB,,agg1,WQ,,,,
NMU,2018-08-18,BLM,FG,,agg2,KQ,,,,
NMU,2018-08-18,BLM,EZ,,agg2,JO,,,,
NMU,2018-08-18,BLM,WQ,,agg2,HS,,,,
NMU,2018-08-18,BLM,IF,,agg2,KQ,,,,
NMU,2018-08-18,FRM,SR,SZ,s,HA,,,,
NMU,2018-08-18,FRM,TB,TW2,s,IQ,,,,
NMU,2018-08-18,BLM,LQ,,agg3,SR,SZ,,,
NMU,2018-08-18,FRM,TE,LH,s,YU,,,,
NMU,2018-08-18,FRM,TE,LH,s,HA,,,,
NMU,2018-08-20,BLM,CA,,agg3,WR,,,,
NMU,2018-08-20,BLM,PG,,agg2,IY,,,,
NMU,2018-08-20,BLM,MD2,,agg3,VB,,,,
NMU,2018-08-20,BLM,II,,agg3,VB,,,,
NMU,2018-08-20,BLM,IF,,agg3,MA,,,,
NMU,2018-08-20,BLM,KJ,,agg3,VB,,,,
NMU,2018-08-20,BLM,VB,,agg2,HT,,,,
NMU,2018-08-21,FRM,TO,,s,OI,,,,
NMU,2018-08-21,FRM,II,,s,AL,,,,
NMU,2018-08-21,FRM,YU,,agg2,KT,,,,
NMU,2018-08-21,FRM,YU,,agg2,HT,,,,
NMU,2018-08-21,FRM,LQ,,agg3,IR,,,,
NMU,2018-08-21,BLM,JM,,agg2,PA,,,,
NMU,2018-08-21,BLM,IF,,agg2,HC,,,,
NMU,2018-08-21,BLM,II,,agg2,FD,,,,
NMU,2018-08-21,BLM,ZE,,agg2,BS,,,,
NMU,2018-08-21,BLM,CE,,agg2,IY,,,,
NMU,2018-08-21,BLM,PA,,agg2,HD,,,,
NMU,2018-08-21,BLM,TN,,hd2,YL,,,,
NMU,2018-08-21,BLM,II,,agg3,GL,,,,
NMU,2018-08-21,BLM,SS,,agg3,HC,,,,
NMU,2018-08-21,BLM,PY,,agg2,CA,,,,
NMU,2018-08-21,BLM,JM,,agg3,ST,,,,
NMU,2018-08-21,BLM,TN,,agg2,AR,,,,
NMU,2018-08-21,BLM,CF,,agg2,VO,,,,
NMU,2018-08-22,FRM,IE,VN,s,HA,,,,
NMU,2018-08-22,FRM,TO,,hd1,OI,,,,
NMU,2018-08-22,FRM,DZ,,s,OI,,,,
NMU,2018-08-22,FRM,MF,,agg2,PY,,,,
NMU,2018-08-22,FRM,LQ,,agg1,HA,,,,
NMU,2018-08-22,FRM,LV,,s,YE,,,,
NMU,2018-08-22,FRM,TO,,agg1,NI,,,,
NMU,2018-08-22,FRM,LQ,,s,YA,,,,
NMU,2018-08-22,FRM,CU,,agg2,EZ,,,,
NMU,2018-08-22,BLM,JM,,hd2,HD,,,,
NMU,2018-08-22,BLM,CF,,agg2,PY,,,,
NMU,2018-08-22,BLM,JM,,s,HA,,,,
NMU,2018-08-22,BLM,ZE,,agg3,AR,,,,
NMU,2018-08-22,BLM,CG,,agg2,DC,,,,
NMU,2018-08-22,BLM,JR,,agg2,RK,,,,
NMU,2018-08-22,BLM,FG,,agg3,KQ,,,,
NMU,2018-08-22,BLM,ZE,,agg2,AR,,,,
NMU,2018-08-22,BLM,TU,,hd2,WY,,,,
NMU,2018-08-22,BLM,RK,,agg2,PF,,,,
NMU,2018-08-22,BLM,CG,,agg2,VB,,,,
NMU,2018-08-22,BLM,FG,,agg2,II,,,,
NMU,2018-08-22,FRM,TB,TW2,s,HA,,,,
NMU,2018-08-22,BLM,TB,TW2,s,HA,,,,
NMU,2018-08-22,BLM,IF,,agg2,SR,SZ,,,
NMU,2018-08-23,FRM,GV,,agg2,YL,,,,
NMU,2018-08-23,FRM,JV,,agg3,UM,,,,
NMU,2018-08-23,FRM,YU,,agg2,HT,,,,
NMU,2018-08-23,FRM,DO,,sg,KC,,,,
NMU,2018-08-23,FRM,LV,,s,HL,,,,
NMU,2018-08-23,FRM,NI,,s,DG,,,,
NMU,2018-08-23,FRM,TO,,agg3,IE,,,,
NMU,2018-08-23,FRM,HS,,s,GV,,,,
NMU,2018-08-23,FRM,MV,,s,GV,,,,
NMU,2018-08-23,FRM,ML,,agg2,IY,,,,
NMU,2018-08-23,FRM,LV,,agg3,TT,,,,
NMU,2018-08-23,FRM,TO,,agg3,ZI,,,,
NMU,2018-08-23,FRM,DO,,agg2,TL,,,,
NMU,2018-08-23,BLM,VB,,agg2,HC,,,,
NMU,2018-08-23,BLM,GV,,agg2,YL,,,,
NMU,2018-08-23,BLM,JV,,agg3,UM,,,,
NMU,2018-08-23,BLM,TO,,agg2,OI,,,,
NMU,2018-08-23,BLM,HL,,hd2,NI,,,,
NMU,2018-08-23,BLM,AN2,,agg3,VM,,,,
NMU,2018-08-23,BLM,VM,,agg2,AN2,,,,
NMU,2018-08-23,BLM,VM,,agg2,ZP,,,,
NMU,2018-08-23,BLM,KC,,agg3,SR,,,,
NMU,2018-08-23,BLM,AX,,sg,IQ,,,,
NMU,2018-08-23,BLM,CF,,agg3,KQ,,,,
NMU,2018-08-23,BLM,AF,,hd1,ST,,,,
NMU,2018-08-23,BLM,EV,,agg2,HC,,,,
NMU,2018-08-23,BLM,EZ,,agg3,HC,,,,
NMU,2018-08-23,FRM,YU,,agg3,"KT, RK",,Polyadic,,
NMU,2018-08-23,FRM,TB,TW2,s,YL,,,,
NMU,2018-08-23,FRM,TE,LH,s,IQ,,,,
NMU,2018-08-23,FRM,TE,LH,s,HJ,,,,
NMU,2018-08-23,BLM,DO,,agg2,TL,CV2,,,
NMU,2018-08-24,BLM,ML,,agg2,AR,,,,
NMU,2018-08-24,BLM,JR,,agg3,PY,,,,
NMU,2018-08-24,BLM,PY,,agg2,NW,,,,
NMU,2018-08-24,BLM,II,,agg2,PY,,,,
NMU,2018-08-24,BLM,CF,,agg2,IF,,,,
NMU,2018-08-24,BLM,IF,,agg2,ZE,,,,
NMU,2018-08-24,BLM,MR,,hd2,YR,,,,
NMU,2018-08-25,FRM,YL,,agg2,HJ,,,,
NMU,2018-08-25,FRM,PA,,s,MA,,,,
NMU,2018-08-25,FRM,ML,,s,HL,,,,
NMU,2018-08-25,FRM,PY,,agg2,EZ,,,,
NMU,2018-08-25,FRM,VB,,agg1,KQ,,,,
NMU,2018-08-25,FRM,PS,,agg3,IY,,,,
NMU,2018-08-25,FRM,NI,,s,OI,,,,
NMU,2018-08-25,FRM,TN,,agg2,TL,,,,
NMU,2018-08-25,FRM,QI,,agg1,ZE,,,,
NMU,2018-08-25,FRM,TB,TW2,s,HL,,,,
NMU,2018-08-25,FRM,TE,LH,agg2,CC,,,,
NMU,2018-08-27,BLM,CR,CO2,s,HA,,,,
NMU,2018-08-27,BLM,DO,,agg2,FF,FO,,,
NMU,2018-08-27,FRM,CR,,sg,JL,,,,
NMU,2018-08-27,FRM,TU,,s,HD,,,,
NMU,2018-08-27,FRM,LV,,agg1,FG,,,,
NMU,2018-08-27,FRM,FG,,agg2,VB,,,,
NMU,2018-08-27,FRM,FA,,agg2,II,,,,
NMU,2018-08-27,FRM,WY,,agg1,GV,,,,
NMU,2018-08-27,FRM,VO,,agg3,PB,,,,
NMU,2018-08-27,FRM,CR,,agg3,PB,,,,
NMU,2018-08-27,FRM,TU,,s,IF,,,,
NMU,2018-08-27,FRM,II,,agg2,IF,,,,
NMU,2018-08-27,FRM,KC,,agg3,FF,,,,
NMU,2018-08-27,FRM,DG,,s,YV,,,,
NMU,2018-08-27,FRM,DS2,,s,YV,,,,
NMU,2018-08-27,FRM,BH,,s,BS,,,,
NMU,2018-08-27,BLM,AF,,agg3,IF,,,,
NMU,2018-08-27,BLM,IF,,agg2,AF,,,,
NMU,2018-08-27,BLM,AF,,agg2,IF,,,,
NMU,2018-08-27,BLM,IF,,agg2,AX,,,,
NMU,2018-08-27,BLM,NI,,s,HS,,,,
NMU,2018-08-27,BLM,HL,,hd2,YE,,,,
NMU,2018-08-27,BLM,MR,,agg2,IF,,,,
NMU,2018-08-27,BLM,IF,,agg2,AL,,,,
NMU,2018-08-27,BLM,II,,agg2,ML,,,,
NMU,2018-08-27,BLM,KC,,agg2,WR,,,,
NMU,2018-08-27,BLM,II,,agg2,KC,,,,
NMU,2018-08-27,BLM,JM,,agg2,AR,,,,
NMU,2018-08-27,BLM,DO,,agg2,IF,,,,
NMU,2018-08-27,BLM,TN,,hd2,WC,,,,
NMU,2018-08-27,BLM,IF,,agg2,EZ,,,,
NMU,2018-08-27,BLM,TO,,agg2,PY,,,,
NMU,2018-08-27,BLM,II,,hd2,PA,,,,
NMU,2018-08-27,FRM,SR,SZ,agg2,OI,,,,
NMU,2018-08-27,BLM,JM,,agg2,SR,SZ,,,
NMU,2018-08-28,BLM,AX,AZ2,s,IQ,,,,
NMU,2018-08-28,FRM,IG,,agg2,GV,,,,
NMU,2018-08-28,FRM,GV,,agg2,WO,,,,
NMU,2018-08-28,FRM,HS,,s,NI,,,,
NMU,2018-08-28,FRM,WR,,s,NI,,,,
NMU,2018-08-28,FRM,YE,,agg2,YL,,,,
NMU,2018-08-28,FRM,NI,,agg2,YO,,,,
NMU,2018-08-28,FRM,KS,,agg3,TN,,,,
NMU,2018-08-28,FRM,TN,,agg2,KT,,,,
NMU,2018-08-28,FRM,KT,,MOB,TROOP,,,,
NMU,2018-08-28,FRM,KC,,MOB,TROOP,,,,
NMU,2018-08-28,BLM,II,,agg2,PY,,,,
NMU,2018-08-28,BLM,II,,agg2,HL,,,,
NMU,2018-08-28,BLM,HL,,hd2,YE,,,,
NMU,2018-08-28,BLM,MR,,agg2,HA,,,,
NMU,2018-08-28,BLM,MF,,agg2,PY,,,,
NMU,2018-08-28,BLM,LQ,,agg2,YR,,,,
NMU,2018-08-28,BLM,IF,,agg2,PY,,,,
NMU,2018-08-28,BLM,LT,,agg2,EZ,,,,
NMU,2018-08-28,BLM,NW,,agg2,OI,,,,
NMU,2018-08-28,BLM,BH,,agg2,TU,,,,
NMU,2018-08-28,BLM,CR,,agg3,PY,,,,
NMU,2018-08-28,BLM,MZ,,agg2,JR,,,,
NMU,2018-08-28,BLM,PF,,agg2,HA,,,,
NMU,2018-08-28,BLM,JR2,,agg3,VB,,,,
NMU,2018-08-28,BLM,VB,,agg2,JR2,,,,
NMU,2018-08-28,FRM,SR,SZ,s,AF,,,,
NMU,2018-08-29,FRM,HT,,s,YV,,,,
NMU,2018-08-29,FRM,KQ,,s,YV,,,,
NMU,2018-08-29,FRM,QB,,sg,YV,,,,
NMU,2018-08-29,FRM,QI,,sg,YV,,,,
NMU,2018-08-29,FRM,ZE,,agg3,FA,,,,
NMU,2018-08-29,FRM,QS,,agg3,SS,,,,
NMU,2018-08-29,BLM,TL,,agg3,MA,,,,
NMU,2018-08-29,BLM,MA,,agg2,TL,,,,
NMU,2018-08-29,BLM,ZE,,agg3,FA,,,,
NMU,2018-08-29,BLM,KQ,,agg2,ZI,,,,
NMU,2018-08-29,BLM,SS,,agg2,ZI,,,,
NMU,2018-08-29,BLM,KQ,,agg3,ZI,,,,
NMU,2018-08-29,BLM,CA,,agg2,PA,,,,
NMU,2018-08-29,BLM,JR,,agg3,PY,,,,
NMU,2018-08-29,BLM,PY,,agg2,JR,,,,
NMU,2018-08-29,BLM,FG,,agg2,AF,,,,
NMU,2018-08-29,BLM,MZ,,hd1,YO,,,,
NMU,2018-08-29,BLM,CF,,agg2,SS,,,,
NMU,2018-08-30,FRM,TN,,agg2,TU,,,,
NMU,2018-08-30,FRM,TN,,G2,YV,,,,
NMU,2018-08-30,FRM,YV,,agg2,AR,,,,
NMU,2018-08-30,FRM,CU2,,agg3,FU,,,,
NMU,2018-08-30,FRM,TO,,agg2,AX,,,,
NMU,2018-08-30,FRM,MF,,agg3,YV,,,,
NMU,2018-08-30,FRM,TO,,hd2,OI,,,,
NMU,2018-08-30,FRM,JM,,sg,NI,,,,
NMU,2018-08-30,FRM,FD,,s,HC,,,,
NMU,2018-08-30,FRM,DZ,,s,HC,,,,
NMU,2018-08-30,FRM,DO,,s,HC,,,,
NMU,2018-08-30,FRM,FU,,s,HC,,,,
NMU,2018-08-30,FRM,ML,,s,HC,,,,
NMU,2018-08-30,BLM,QB,,agg2,PY,,,,
NMU,2018-08-30,BLM,HD,,MOB,TROOP,,,,
NMU,2018-08-30,BLM,WQ,,agg2,NQ,,,,
NMU,2018-08-30,BLM,JM,,agg2,AF,,,,
NMU,2018-08-30,BLM,GL,,agg2,YR,,,,
NMU,2018-08-30,FRM,SR,SZ,s,IF,,,,
NMU,2018-08-30,BLM,DO,,sg,TE,LH,,,
NMU,2018-08-31,FRM,CU,,agg3,VB,,,,
NMU,2018-08-31,FRM,MF,,agg2,CC,,,,
NMU,2018-08-31,FRM,CC,,agg1,VI,,,,
NMU,2018-08-31,FRM,TO,,hd2,OI,,,,
NMU,2018-08-31,FRM,PU,,agg2,WC,,,,
NMU,2018-08-31,FRM,HC,,agg2,YA,,,,
NMU,2018-08-31,FRM,HC,,agg2,MA,,,,
NMU,2018-08-31,FRM,MA,,agg2,HC,,,,
NMU,2018-08-31,FRM,MF,,agg1,JM,,,,
NMU,2018-08-31,FRM,TN,,agg2,AF,,,,
NMU,2018-08-31,FRM,MV,,agg2,AL,,,,
NMU,2018-08-31,BLM,IF,,agg2,KQ,,,,
NMU,2018-08-31,BLM,PM,,agg2,CG,,,,
NMU,2018-08-31,BLM,AX,,s,IQ,,,,
NMU,2018-08-31,BLM,JM,,agg3,AL,,,,
NMU,2018-08-31,BLM,AL,,agg2,JM,,,,
NMU,2018-08-31,BLM,TW,,fd,HL,,,,
NMU,2018-08-31,BLM,MZ,,agg2,TU,,,,
NMU,2018-08-31,BLM,KQ,,agg2,EZ,,,,
NMU,2018-08-31,BLM,CQ,,agg2,VB,,,,
NMU,2018-08-31,BLM,WY,,agg1,WR,,,,
NMU,2018-08-31,BLM,II,,hd2,WQ,,,,
NMU,2018-08-31,BLM,IF,,agg2,EZ,,,,
NMU,2018-08-31,BLM,PM,,agg2,EZ,,,,
NMU,2018-08-31,BLM,TL,CV2,s,AX,,,,
NMU,2018-09-01,BLM,TN,,agg2,ML,,,,
NMU,2018-09-01,BLM,JR,,agg2,TN,,,,
NMU,2018-09-01,BLM,TN,,agg2,YL,,,,
NMU,2018-09-01,BLM,IW,,agg2,OI,,,,
NMU,2018-09-01,BLM,BH,,agg2,IF,,,,
NMU,2018-09-01,BLM,TN,,agg3,CA,,,,
NMU,2018-09-01,BLM,TB,TW2,agg2,ML,,,,
NMU,2018-09-03,FRM,TO,,hd2,OI,,,,
NMU,2018-09-03,FRM,ZE,,agg2,EZ,,,,
NMU,2018-09-03,FRM,HL,,s,NI,,,,
NMU,2018-09-03,FRM,TU,,agg1,ML,,,,
NMU,2018-09-03,FRM,EA,,hd2,HD,,,,
NMU,2018-09-03,FRM,YO,,agg2,NI,,,,
NMU,2018-09-03,FRM,RD,,s,EZ,,,,
NMU,2018-09-03,FRM,TN,,agg1,PY,,,,
NMU,2018-09-03,FRM,KT,,s,YU,,,,
